dataset,earliness_factor,entropy_factor,ptsepsilon,accuracy,earliness
NonInvasiveFatalECGThorax1,0.9,0.01,10,0.7852417302798982,0.38400688767433167
FacesUCR,0.8,0.1,0,0.7931707317073171,0.5374371409416199
WordSynonyms,0.7,0.01,5,0.219435736677116,0.0
Trace,0.8,0.0,0,0.72,0.295021653175354
Adiac,0.7,0.0,10,0.2659846547314578,0.2713755965232849
NonInvasiveFatalECGThorax1,0.8,0.01,0,0.8564885496183207,0.32309919595718384
NonInvasiveFatalECGThorax1,0.7,0.01,20,0.7414758269720102,0.27000734210014343
Fish,0.7,0.01,5,0.6742857142857143,0.4714623987674713
MoteStrain,0.6,0.1,10,0.8242811501597445,0.9999998807907104
UWaveGestureLibraryX,0.6,0.0,0,0.12199888330541597,0.0
CricketY,0.9,0.01,10,0.7461538461538462,1.0
ECG200,0.7,0.01,10,0.81,0.35394740104675293
WordSynonyms,0.7,0.01,20,0.219435736677116,0.0
Lightning7,0.6,0.01,5,0.0958904109589041,0.0
DiatomSizeReduction,0.9,0.01,20,0.5686274509803921,0.9730488657951355
SonyAIBORobotSurface2,0.6,0.01,0,0.7932843651626443,0.27025192975997925
WordSynonyms,0.7,0.1,0,0.219435736677116,0.0
Mallat,0.6,0.0,0,0.6217484008528784,0.32340681552886963
SwedishLeaf,0.9,0.0,0,0.84,1.0
FiftyWords,0.9,0.01,0,0.006593406593406593,0.0
FaceFour,0.6,0.01,0,0.4318181818181818,0.1363021433353424
MedicalImages,0.6,0.01,0,0.5618421052631579,0.04154708608984947
FiftyWords,0.6,0.1,10,0.06153846153846154,0.0
Lightning7,0.6,0.0,10,0.0958904109589041,0.0
StarLightCurves,0.9,0.01,5,0.8523555123846528,0.21265996992588043
Mallat,0.7,0.1,10,0.5978678038379531,0.4612513780593872
CBF,0.7,0.01,5,0.8822222222222222,1.0
CricketX,0.7,0.01,0,0.735897435897436,0.47794467210769653
CricketX,0.6,0.0,10,0.7051282051282052,0.4481685757637024
Wafer,0.9,0.01,20,0.9930240103828682,0.3839307427406311
MoteStrain,0.8,0.0,10,0.46086261980830673,0.0
Fish,0.6,0.01,20,0.7257142857142858,0.42956092953681946
Wafer,0.6,0.1,0,0.9620376378974692,0.2906174063682556
Adiac,0.6,0.1,10,0.08951406649616368,0.3528021574020386
MoteStrain,0.6,0.01,10,0.46086261980830673,0.0
NonInvasiveFatalECGThorax1,0.9,0.0,0,0.8045801526717558,1.0
Coffee,0.9,0.01,0,0.5357142857142857,0.0
Beef,0.7,0.0,0,0.5333333333333333,0.19388772547245026
MedicalImages,0.7,0.01,0,0.7118421052631579,0.25473442673683167
Mallat,0.6,0.1,0,0.6631130063965884,0.4893006384372711
Trace,0.7,0.01,20,0.71,0.2920803129673004
SyntheticControl,0.8,0.01,20,0.9066666666666666,0.4031638205051422
FiftyWords,0.7,0.01,10,0.12527472527472527,0.0
Symbols,0.8,0.1,10,0.8311557788944723,0.5731683969497681
Lightning2,0.8,0.01,20,0.6229508196721312,0.05145558714866638
NonInvasiveFatalECGThorax2,0.9,0.01,0,0.8829516539440203,0.44812145829200745
FacesUCR,0.8,0.0,10,0.8146341463414634,1.0
FacesUCR,0.6,0.01,0,0.7853658536585366,0.34948596358299255
GunPoint,0.8,0.01,10,0.8866666666666667,0.5801212787628174
ECG200,0.7,0.01,0,0.64,0.0
SwedishLeaf,0.6,0.01,10,0.776,0.3398694396018982
FacesUCR,0.9,0.1,0,0.8195121951219512,0.5721560716629028
FaceAll,0.7,0.01,0,0.8946745562130177,0.354120671749115
SonyAIBORobotSurface1,0.9,0.01,5,0.7437603993344426,0.3255210518836975
SonyAIBORobotSurface2,0.7,0.01,5,0.7628541448058762,0.2169531136751175
CinCECGTorso,0.9,0.0,0,0.6442028985507247,1.0
NonInvasiveFatalECGThorax2,0.8,0.1,0,0.8717557251908397,0.44143667817115784
UWaveGestureLibraryX,0.6,0.01,5,0.6957007258514796,0.43261241912841797
FaceAll,0.6,0.01,5,0.8591715976331361,0.2976565361022949
Fish,0.7,0.0,10,0.72,0.5005253553390503
Beef,0.8,0.1,10,0.7333333333333333,0.3325515687465668
StarLightCurves,0.8,0.1,0,0.9398980087421078,0.34586670994758606
ECGFiveDays,0.7,0.0,10,0.5795586527293844,0.15987269580364227
OSULeaf,0.6,0.01,10,0.5743801652892562,0.3693922758102417
Adiac,0.8,0.01,20,0.2608695652173913,0.31385597586631775
OliveOil,0.9,0.01,0,0.4,0.0
SonyAIBORobotSurface2,0.6,0.1,10,0.7985309548793285,0.44038671255111694
ECG200,0.8,0.0,0,0.64,8.223684562835842e-05
ItalyPowerDemand,0.8,0.1,0,0.8124392614188533,0.5839426517486572
FaceAll,0.7,0.01,5,0.850887573964497,0.3384750783443451
FiftyWords,0.6,0.01,5,0.09230769230769231,0.0
SwedishLeaf,0.9,0.1,10,0.8496,0.5957090854644775
FaceFour,0.9,0.01,5,0.6590909090909091,1.0
Yoga,0.9,0.01,20,0.685,0.35253626108169556
FaceFour,0.9,0.01,10,0.7727272727272727,1.0
SonyAIBORobotSurface2,0.6,0.0,0,0.782791185729276,0.2413671761751175
ECG200,0.6,0.01,10,0.76,0.1115131676197052
FaceAll,0.6,0.01,10,0.857396449704142,0.2701905369758606
Fish,0.7,0.01,20,0.6171428571428571,0.5730038285255432
Fish,0.6,0.01,0,0.7885714285714286,0.42716073989868164
CBF,0.8,0.01,0,0.9222222222222223,1.0
Mallat,0.9,0.0,0,0.75863539445629,1.0
OSULeaf,0.6,0.01,5,0.5785123966942148,0.4693782329559326
TwoPatterns,0.8,0.0,10,0.91975,1.0
FacesUCR,0.7,0.0,0,0.8902439024390244,1.0
NonInvasiveFatalECGThorax1,0.7,0.01,10,0.8513994910941476,0.22079892456531525
CricketX,0.6,0.01,0,0.7282051282051282,0.43510422110557556
MedicalImages,0.9,0.01,20,0.7105263157894737,0.4141422212123871
NonInvasiveFatalECGThorax1,0.8,0.0,0,0.838676844783715,0.31970804929733276
WordSynonyms,0.8,0.1,10,0.219435736677116,0.0
Fish,0.6,0.01,10,0.64,0.4221605956554413
ECGFiveDays,0.9,0.0,0,0.9384436701509872,1.0
Yoga,0.9,0.01,5,0.6513333333333333,0.4442899525165558
Beef,0.7,0.01,5,0.2,0.0
DiatomSizeReduction,0.6,0.01,5,0.4215686274509804,0.3558472692966461
DiatomSizeReduction,0.6,0.01,20,0.49019607843137253,0.44243279099464417
ECG200,0.6,0.01,20,0.64,0.0
CricketZ,0.8,0.01,5,0.735897435897436,0.7441846132278442
FiftyWords,0.8,0.01,5,0.07472527472527472,0.0
SwedishLeaf,0.6,0.1,0,0.8016,0.433992862701416
CricketX,0.9,0.01,10,0.7435897435897436,1.0
Mallat,0.6,0.01,10,0.502771855010661,0.4090825617313385
MoteStrain,0.7,0.01,0,0.5391373801916933,0.0
FacesUCR,0.7,0.01,0,0.791219512195122,0.3509911298751831
FacesUCR,0.8,0.01,10,0.8419512195121951,1.0
Haptics,0.7,0.1,0,0.40584415584415584,0.421865850687027
CricketZ,0.8,0.0,0,0.7333333333333333,1.0
SwedishLeaf,0.6,0.0,0,0.8064,0.3352600932121277
InlineSkate,0.8,0.01,10,0.1781818181818182,0.07057847082614899
CricketZ,0.6,0.01,20,0.6794871794871795,0.43581703305244446
Trace,0.7,0.1,10,0.68,0.3172045946121216
UWaveGestureLibraryY,0.7,0.01,0,0.6144611948632049,0.42299914360046387
OliveOil,0.6,0.01,5,0.4,0.0
TwoPatterns,0.7,0.01,0,0.99825,1.0
UWaveGestureLibraryX,0.6,0.1,10,0.7024008933556672,0.5985299348831177
CricketZ,0.9,0.1,10,0.7487179487179487,0.6391175389289856
UWaveGestureLibraryX,0.8,0.1,10,0.7238972640982692,0.6931918263435364
OSULeaf,0.8,0.01,0,0.6446280991735537,1.0
GunPoint,0.7,0.01,10,0.8666666666666667,0.44153445959091187
CricketX,0.6,0.01,10,0.7153846153846154,0.5081521272659302
Yoga,0.6,0.01,10,0.7453333333333333,0.27867749333381653
GunPoint,0.9,0.01,0,0.9466666666666667,0.5717129111289978
SwedishLeaf,0.9,0.1,0,0.8832,0.6324833035469055
SonyAIBORobotSurface2,0.9,0.01,0,0.8100734522560336,0.43305012583732605
CinCECGTorso,0.8,0.0,0,0.6992753623188406,1.0
StarLightCurves,0.9,0.1,0,0.9570179698882952,0.6401958465576172
UWaveGestureLibraryZ,0.8,0.1,10,0.6789503070910106,0.6165127754211426
CricketZ,0.9,0.0,0,0.717948717948718,1.0
FacesUCR,0.7,0.01,5,0.7687804878048781,0.4633875787258148
SonyAIBORobotSurface2,0.9,0.01,5,0.8405036726128017,0.5887067914009094
UWaveGestureLibraryX,0.6,0.1,0,0.6984924623115578,0.529480516910553
SyntheticControl,0.7,0.01,5,0.8866666666666667,0.41763773560523987
TwoPatterns,0.7,0.0,0,0.9995,1.0
TwoPatterns,0.8,0.01,10,0.9695,1.0
FaceFour,0.6,0.01,5,0.6363636363636364,1.0
Lightning7,0.9,0.1,0,0.0958904109589041,0.0
UWaveGestureLibraryX,0.7,0.01,10,0.695142378559464,0.43396109342575073
FacesUCR,0.7,0.01,20,0.7282926829268292,0.35140901803970337
CricketY,0.8,0.01,0,0.7205128205128205,1.0
MoteStrain,0.7,0.0,0,0.46086261980830673,0.0
DiatomSizeReduction,0.6,0.01,10,0.8758169934640523,0.29627543687820435
CricketX,0.7,0.01,10,0.7307692307692307,0.5557092428207397
ChlorineConcentration,0.9,0.01,5,0.5565104166666667,0.38024619221687317
SyntheticControl,0.9,0.0,0,0.99,1.0
NonInvasiveFatalECGThorax1,0.6,0.1,10,0.850381679389313,0.3308759331703186
OliveOil,0.9,0.01,10,0.4,0.0
Coffee,0.6,0.0,0,0.4642857142857143,0.0
InlineSkate,0.6,0.0,0,0.15454545454545454,2.7689172839018283e-06
SonyAIBORobotSurface2,0.8,0.01,10,0.7943336831059811,0.2551725208759308
CricketY,0.9,0.01,5,0.7102564102564103,1.0
Coffee,0.6,0.01,20,0.5357142857142857,0.0
Lightning7,0.7,0.01,5,0.0958904109589041,0.0
MedicalImages,0.9,0.01,10,0.7078947368421052,0.5276758670806885
NonInvasiveFatalECGThorax1,0.9,0.01,20,0.7720101781170483,0.45938318967819214
CricketZ,0.6,0.1,10,0.7282051282051282,0.5433710813522339
FaceAll,0.9,0.1,0,0.8881656804733727,0.5629186630249023
SwedishLeaf,0.7,0.0,0,0.8272,0.39101725816726685
ECGFiveDays,0.6,0.0,0,0.570267131242741,0.03607267886400223
NonInvasiveFatalECGThorax1,0.6,0.0,0,0.8559796437659033,0.12966974079608917
GunPoint,0.6,0.01,20,0.49333333333333335,0.020435478538274765
InlineSkate,0.8,0.01,0,0.1890909090909091,0.05354808643460274
Coffee,0.6,0.01,0,0.4642857142857143,0.0
Symbols,0.8,0.1,0,0.8261306532663316,0.5157405734062195
Wafer,0.7,0.1,0,0.9711226476314082,0.28992682695388794
Adiac,0.9,0.1,10,0.26854219948849106,0.6587833762168884
CricketY,0.7,0.1,0,0.735897435897436,0.611249566078186
CricketZ,0.7,0.1,0,0.7538461538461538,0.5844239592552185
CricketX,0.6,0.01,5,0.6512820512820513,0.5143533945083618
Symbols,0.6,0.1,10,0.7989949748743719,0.3566986620426178
SonyAIBORobotSurface1,0.6,0.1,0,0.8386023294509152,0.15986555814743042
OSULeaf,0.6,0.01,0,0.5785123966942148,0.3492599129676819
InlineSkate,0.6,0.1,0,0.19454545454545455,0.26915261149406433
MedicalImages,0.9,0.0,0,0.7289473684210527,1.0
OSULeaf,0.7,0.01,10,0.628099173553719,0.4677525758743286
Lightning2,0.8,0.0,0,0.819672131147541,0.9999999403953552
SonyAIBORobotSurface2,0.9,0.0,0,0.8499475341028332,1.0
Symbols,0.7,0.01,20,0.8060301507537688,0.4627368450164795
ECGFiveDays,0.7,0.0,0,0.586527293844367,0.14461177587509155
FaceFour,0.6,0.01,10,0.6136363636363636,0.21545688807964325
TwoLeadECG,0.9,0.01,5,0.8525021949078139,0.6428298354148865
DiatomSizeReduction,0.8,0.01,5,0.4084967320261438,0.4095531702041626
CricketY,0.9,0.01,5,0.6615384615384615,0.8911023139953613
SyntheticControl,0.6,0.01,5,0.86,0.32763949036598206
CricketZ,0.7,0.01,0,0.7589743589743589,0.5097386240959167
SonyAIBORobotSurface1,0.7,0.0,10,0.8352745424292846,0.10932208597660065
Yoga,0.6,0.1,0,0.7006666666666667,0.33329057693481445
NonInvasiveFatalECGThorax1,0.7,0.1,0,0.8300254452926209,0.38304680585861206
SwedishLeaf,0.6,0.01,0,0.7984,0.3186783194541931
Coffee,0.9,0.1,0,0.5357142857142857,0.0
Yoga,0.7,0.01,5,0.7113333333333334,0.29971057176589966
FiftyWords,0.6,0.01,0,0.01978021978021978,0.0
Mallat,0.6,0.01,0,0.6230277185501066,0.3574562072753906
OSULeaf,0.9,0.0,0,0.6570247933884298,1.0
FaceAll,0.9,0.01,10,0.8911242603550296,1.0
SonyAIBORobotSurface2,0.6,0.01,5,0.7187827911857293,0.1106354147195816
InlineSkate,0.9,0.0,0,0.18363636363636363,0.00014490666217170656
GunPoint,0.8,0.1,0,0.9466666666666667,0.5558152794837952
Trace,0.9,0.01,10,0.72,0.43273836374282837
CricketX,0.9,0.01,0,0.7102564102564103,1.0
Coffee,0.6,0.01,10,0.5357142857142857,0.0
Beef,0.8,0.0,0,0.2,0.0
DiatomSizeReduction,0.8,0.0,0,0.954248366013072,0.3648295998573303
Yoga,0.8,0.1,0,0.7413333333333333,0.44000759720802307
ECG200,0.9,0.01,0,0.81,0.49317437410354614
FaceAll,0.8,0.01,10,0.8852071005917159,0.36622509360313416
Beef,0.6,0.0,0,0.2,0.0
OliveOil,0.9,0.1,0,0.4,0.0
OSULeaf,0.8,0.01,0,0.6776859504132231,1.0
FaceFour,0.6,0.01,10,0.29545454545454547,0.0
UWaveGestureLibraryY,0.6,0.0,10,0.5848687883863763,0.4155828356742859
MoteStrain,0.8,0.01,10,0.46086261980830673,0.0
Fish,0.9,0.01,0,0.8742857142857143,0.6575223803520203
Lightning2,0.8,0.01,5,0.5409836065573771,0.01105783972889185
Lightning7,0.9,0.0,0,0.4383561643835616,0.9999999403953552
Beef,0.8,0.0,0,0.5666666666666667,1.0
Yoga,0.9,0.0,10,0.755,0.4214938282966614
FaceFour,0.7,0.1,0,0.7159090909090909,0.3942514657974243
NonInvasiveFatalECGThorax1,0.9,0.01,5,0.7928753180661577,0.3967789113521576
Lightning7,0.9,0.01,0,0.2602739726027397,0.0
ChlorineConcentration,0.9,0.01,10,0.5377604166666666,0.024715911597013474
DiatomSizeReduction,0.7,0.0,10,0.8823529411764706,0.297671377658844
TwoPatterns,0.9,0.01,0,0.99975,1.0
CBF,0.9,0.01,0,0.9088888888888889,1.0
CinCECGTorso,0.6,0.01,0,0.3978260869565217,0.11649851500988007
CBF,0.6,0.01,10,0.7366666666666667,0.2604618966579437
CBF,0.6,0.01,0,0.33111111111111113,1.6969861462712288e-05
ECG200,0.8,0.01,5,0.66,0.054495617747306824
MedicalImages,0.9,0.01,0,0.7302631578947368,0.5135921835899353
OSULeaf,0.6,0.0,10,0.6074380165289256,0.4136712849140167
UWaveGestureLibraryX,0.7,0.01,0,0.7565605806811837,1.0
FaceFour,0.6,0.01,5,0.7954545454545454,1.0
GunPoint,0.7,0.1,0,0.92,0.5111386179924011
Lightning7,0.8,0.01,0,0.2602739726027397,0.0
OSULeaf,0.8,0.01,10,0.6900826446280992,1.0
Coffee,0.7,0.01,10,0.5357142857142857,0.0
CinCECGTorso,0.6,0.01,10,0.5978260869565217,0.3744480311870575
Mallat,0.7,0.01,20,0.46652452025586355,0.3421097695827484
FacesUCR,0.6,0.0,10,0.7214634146341463,0.2926405370235443
FacesUCR,0.7,0.01,10,0.7726829268292683,0.40855029225349426
SonyAIBORobotSurface2,0.9,0.01,10,0.8405036726128017,0.5534055829048157
FacesUCR,0.6,0.01,20,0.7248780487804878,0.4218161702156067
CricketY,0.6,0.01,20,0.6948717948717948,0.4815222918987274
UWaveGestureLibraryZ,0.8,0.01,10,0.6903964265773311,1.0
Symbols,0.9,0.01,20,0.792964824120603,0.399058997631073
UWaveGestureLibraryZ,0.6,0.1,10,0.5898939140145171,0.4347732961177826
ChlorineConcentration,0.8,0.1,10,0.54921875,0.34291505813598633
CricketX,0.6,0.01,20,0.5794871794871795,0.42428603768348694
MoteStrain,0.8,0.1,10,0.805111821086262,0.9999998807907104
FaceAll,0.7,0.1,10,0.8520710059171598,0.3897695243358612
TwoPatterns,0.6,0.1,0,0.702,0.6694429516792297
Yoga,0.6,0.01,5,0.663,0.18589693307876587
CricketY,0.8,0.01,5,0.717948717948718,1.0
OliveOil,0.6,0.0,0,0.4,0.0
GunPoint,0.8,0.0,0,0.9466666666666667,0.42930904030799866
Symbols,0.7,0.0,0,0.7869346733668342,0.3863702416419983
OSULeaf,0.7,0.0,0,0.6652892561983471,1.0
ECGFiveDays,0.6,0.01,0,0.5644599303135889,0.06374551355838776
CBF,0.9,0.0,0,0.9288888888888889,1.0
SwedishLeaf,0.9,0.0,10,0.8512,1.0
Lightning2,0.9,0.01,10,0.8032786885245902,0.9999999403953552
FiftyWords,0.8,0.01,0,0.041758241758241756,0.0
FiftyWords,0.7,0.0,10,0.07472527472527472,0.0
GunPoint,0.8,0.01,20,0.8466666666666667,0.5711562037467957
Mallat,0.8,0.1,0,0.6609808102345416,0.5350939631462097
CBF,0.9,0.01,5,0.8822222222222222,1.0
Symbols,0.6,0.01,10,0.7286432160804021,0.24948425590991974
Mallat,0.7,0.01,0,0.6486140724946695,0.38946303725242615
ItalyPowerDemand,0.7,0.01,10,0.783284742468416,0.5536726117134094
FaceFour,0.9,0.01,0,0.8977272727272727,1.0
TwoLeadECG,0.6,0.01,0,0.733099209833187,0.26423242688179016
SyntheticControl,0.6,0.1,10,0.89,0.37085098028182983
CricketX,0.7,0.01,20,0.7051282051282052,0.5411092042922974
Lightning2,0.6,0.1,10,0.7213114754098361,0.33645594120025635
Fish,0.6,0.0,10,0.6685714285714286,0.48603442311286926
ECG200,0.8,0.01,10,0.83,0.21924343705177307
Mallat,0.6,0.01,5,0.5164179104477612,0.41904202103614807
NonInvasiveFatalECGThorax1,0.8,0.1,0,0.8595419847328244,0.4468272626399994
SyntheticControl,0.7,0.01,20,0.9033333333333333,0.47182202339172363
Wafer,0.8,0.0,0,0.8921155094094744,3.64581574103795e-05
TwoLeadECG,0.6,0.01,5,0.5847234416154522,0.05366889014840126
StarLightCurves,0.6,0.1,0,0.9193783389995144,0.28361204266548157
Lightning7,0.7,0.1,10,0.0958904109589041,0.0
StarLightCurves,0.6,0.01,0,0.8358426420592521,0.028803367167711258
UWaveGestureLibraryZ,0.7,0.1,0,0.6256281407035176,0.47660762071609497
SonyAIBORobotSurface2,0.8,0.0,10,0.7859391395592865,0.254415363073349
TwoPatterns,0.8,0.0,0,0.9995,1.0
ChlorineConcentration,0.7,0.1,0,0.5515625,0.23293086886405945
Fish,0.6,0.01,10,0.6057142857142858,0.36527323722839355
FaceAll,0.9,0.01,10,0.9106508875739645,0.7026233077049255
CricketY,0.7,0.01,5,0.6871794871794872,0.46640247106552124
TwoPatterns,0.7,0.0,10,0.939,1.0
DiatomSizeReduction,0.7,0.0,0,0.9150326797385621,0.2921309769153595
GunPoint,0.8,0.01,0,0.7933333333333333,0.46972623467445374
Wafer,0.7,0.0,10,0.8921155094094744,0.000743960845284164
ItalyPowerDemand,0.6,0.0,0,0.5014577259475219,0.0015810276381671429
CBF,0.8,0.01,5,0.9122222222222223,0.853089451789856
Yoga,0.7,0.1,10,0.7443333333333333,0.4449694752693176
Fish,0.8,0.01,10,0.7371428571428571,0.5758687853813171
DiatomSizeReduction,0.7,0.01,20,0.8235294117647058,0.3120819926261902
Lightning2,0.6,0.01,10,0.5409836065573771,0.00012283804244361818
Beef,0.8,0.01,0,0.8,1.0
Beef,0.8,0.01,10,0.6333333333333333,1.0
CricketX,0.9,0.1,0,0.7205128205128205,0.6586512327194214
CricketX,0.7,0.0,0,0.7384615384615385,1.0
WordSynonyms,0.6,0.0,0,0.05329153605015674,0.0
MedicalImages,0.8,0.01,5,0.6763157894736842,0.267520546913147
ChlorineConcentration,0.6,0.1,0,0.55390625,0.2321622371673584
Lightning7,0.7,0.1,0,0.2602739726027397,0.0
InlineSkate,0.6,0.0,10,0.15454545454545454,0.0
DiatomSizeReduction,0.9,0.01,10,0.3888888888888889,0.5763657093048096
Symbols,0.7,0.1,10,0.8251256281407036,0.516628623008728
