dataset,earliness_factor,entropy_factor,ptsepsilon,accuracy,earliness
SwedishLeaf,0.8,0.1,0,0.8592,0.5595284104347229
SwedishLeaf,0.9,0.01,0,0.8944,0.6537343263626099
GunPoint,0.9,0.0,0,0.92,1.0
MoteStrain,0.9,0.01,5,0.8562300319488818,0.9999998807907104
Mallat,0.7,0.1,0,0.6400852878464819,0.4648977816104889
CricketX,0.9,0.01,0,0.7025641025641025,1.0
ECG200,0.6,0.01,0,0.64,0.03281250223517418
GunPoint,0.6,0.0,0,0.49333333333333335,0.0
CricketZ,0.6,0.01,0,0.7692307692307693,0.44404423236846924
Beef,0.7,0.01,5,0.5666666666666667,0.8243070840835571
ItalyPowerDemand,0.8,0.01,5,0.7793974732750243,0.664804995059967
CinCECGTorso,0.6,0.01,5,0.3652173913043478,0.0960056260228157
Yoga,0.9,0.0,0,0.7376666666666667,0.41174644231796265
Lightning7,0.6,0.1,10,0.2602739726027397,0.0
Adiac,0.6,0.01,5,0.2071611253196931,0.18794387578964233
Beef,0.8,0.01,5,0.5333333333333333,0.6361052393913269
MedicalImages,0.7,0.01,20,0.7276315789473684,0.3481336832046509
Yoga,0.9,0.01,10,0.7853333333333333,0.5631482005119324
SonyAIBORobotSurface2,0.9,0.01,5,0.8457502623294858,0.5846503973007202
Lightning2,0.9,0.1,0,0.819672131147541,0.608181357383728
MoteStrain,0.7,0.01,0,0.5391373801916933,0.0
FaceAll,0.9,0.01,20,0.8893491124260355,0.5415719151496887
Lightning2,0.7,0.01,5,0.5409836065573771,0.0015981027390807867
InlineSkate,0.8,0.1,10,0.18,0.3789481520652771
SyntheticControl,0.6,0.01,0,0.8666666666666667,0.23056145012378693
ItalyPowerDemand,0.7,0.0,10,0.7784256559766763,0.5905138850212097
Trace,0.7,0.01,5,0.67,0.30400317907333374
Adiac,0.7,0.01,0,0.3145780051150895,0.23215462267398834
Symbols,0.8,0.01,10,0.7055276381909548,0.27345389127731323
MedicalImages,0.7,0.01,0,0.7026315789473684,0.2927517294883728
CricketZ,0.6,0.0,0,0.7589743589743589,0.4505831301212311
OSULeaf,0.7,0.01,5,0.6363636363636364,1.0
ChlorineConcentration,0.7,0.01,10,0.5325520833333334,2.840909110091161e-05
CricketY,0.6,0.01,10,0.6948717948717948,0.4871714413166046
Haptics,0.7,0.01,5,0.3961038961038961,0.29063183069229126
Fish,0.8,0.01,5,0.6628571428571428,0.5836035013198853
Lightning2,0.9,0.1,0,0.6885245901639344,0.5493562817573547
Lightning7,0.6,0.01,10,0.2602739726027397,0.0
SonyAIBORobotSurface1,0.6,0.01,10,0.8169717138103162,0.09711575508117676
SwedishLeaf,0.7,0.1,0,0.8416,0.48971453309059143
Lightning2,0.7,0.1,10,0.7049180327868853,0.36875981092453003
FaceAll,0.8,0.1,0,0.8881656804733727,0.5124843716621399
SonyAIBORobotSurface2,0.9,0.0,10,0.8069254984260231,0.3603059649467468
ChlorineConcentration,0.6,0.01,0,0.5325520833333334,3.1565655262966175e-06
Beef,0.6,0.01,5,0.2,0.0
WordSynonyms,0.7,0.01,0,0.05329153605015674,0.0
FaceAll,0.7,0.01,20,0.8644970414201183,0.3603895604610443
TwoLeadECG,0.6,0.01,10,0.7339771729587358,0.2280944138765335
CricketY,0.7,0.01,0,0.7307692307692307,0.5080315470695496
SonyAIBORobotSurface1,0.7,0.01,20,0.7687188019966722,0.3502994179725647
Coffee,0.6,0.1,10,0.5357142857142857,0.0
Yoga,0.8,0.01,0,0.737,0.35042497515678406
Mallat,0.9,0.1,0,0.6626865671641791,0.5752323865890503
TwoLeadECG,0.7,0.01,10,0.8121158911325724,0.35490158200263977
MoteStrain,0.7,0.01,10,0.46086261980830673,0.0
StarLightCurves,0.7,0.01,0,0.9100291403593977,0.11085161566734314
Lightning7,0.7,0.01,20,0.0958904109589041,0.0
UWaveGestureLibraryZ,0.7,0.01,5,0.6666666666666666,0.5420016646385193
OliveOil,0.6,0.1,0,0.4,0.0
Coffee,0.6,0.01,10,0.5357142857142857,0.0
CricketY,0.6,0.1,0,0.7051282051282052,0.5605517029762268
Symbols,0.8,0.0,0,0.8030150753768844,0.5129822492599487
UWaveGestureLibraryX,0.6,0.1,0,0.7261306532663316,0.6119828820228577
Fish,0.6,0.01,10,0.7485714285714286,0.40190067887306213
Adiac,0.6,0.01,0,0.2864450127877238,0.1588500589132309
DiatomSizeReduction,0.8,0.01,20,0.3954248366013072,0.46696943044662476
Lightning2,0.7,0.0,0,0.5409836065573771,0.0
Trace,0.9,0.01,5,0.72,0.5478729605674744
CricketX,0.9,0.0,10,0.7282051282051282,1.0
UWaveGestureLibraryZ,0.7,0.01,10,0.6529871580122837,0.4979405403137207
Mallat,0.7,0.01,5,0.5159914712153518,0.4677080810070038
UWaveGestureLibraryX,0.6,0.0,10,0.7934115019542155,1.0
SyntheticControl,0.7,0.01,10,0.87,0.3223870098590851
Coffee,0.9,0.01,5,0.5357142857142857,0.0
Beef,0.6,0.01,20,0.6333333333333333,0.22544421255588531
GunPoint,0.6,0.01,10,0.49333333333333335,0.0009049528744071722
Beef,0.9,0.01,10,0.6666666666666666,1.0
CricketX,0.9,0.01,20,0.7589743589743589,1.0
MedicalImages,0.9,0.01,0,0.7460526315789474,0.5281320810317993
SwedishLeaf,0.8,0.01,20,0.816,0.5411156415939331
Coffee,0.7,0.01,5,0.5357142857142857,0.0
MoteStrain,0.6,0.01,20,0.46086261980830673,0.0
TwoLeadECG,0.6,0.0,0,0.7216856892010536,0.26644909381866455
Lightning2,0.6,0.01,0,0.6065573770491803,0.07822326570749283
Adiac,0.6,0.01,0,0.028132992327365727,2.7472528017824516e-05
FaceAll,0.9,0.1,10,0.8745562130177514,0.5144723057746887
GunPoint,0.9,0.01,5,0.8666666666666667,1.0
FiftyWords,0.7,0.1,10,0.12527472527472527,0.0
UWaveGestureLibraryX,0.7,0.01,5,0.7289223897264099,0.5400458574295044
UWaveGestureLibraryX,0.9,0.1,0,0.7719151312116136,0.7768092155456543
FaceFour,0.9,0.0,0,0.7386363636363636,1.0
Lightning2,0.9,0.01,10,0.7540983606557377,0.5966862440109253
CricketY,0.8,0.01,0,0.6897435897435897,1.0
UWaveGestureLibraryX,0.7,0.01,0,0.774427694025684,1.0
ItalyPowerDemand,0.7,0.01,20,0.6112730806608357,0.2033843696117401
Wafer,0.8,0.01,5,0.9776119402985075,0.25101587176322937
Coffee,0.8,0.01,0,0.5357142857142857,0.0
SwedishLeaf,0.8,0.01,5,0.808,0.5449792742729187
Mallat,0.6,0.01,20,0.49424307036247334,0.3213495910167694
WordSynonyms,0.9,0.01,5,0.5579937304075235,1.0
ECGFiveDays,0.6,0.01,10,0.5737514518002322,0.07309877872467041
WordSynonyms,0.8,0.01,0,0.12539184952978055,0.0
Wafer,0.7,0.01,0,0.9351070733290071,0.11414576321840286
FiftyWords,0.9,0.01,10,0.07472527472527472,0.0
Beef,0.9,0.1,0,0.5,0.4796730875968933
Coffee,0.6,0.1,0,0.5357142857142857,0.0
InlineSkate,0.9,0.1,0,0.2109090909090909,0.36784759163856506
GunPoint,0.8,0.1,0,0.8866666666666667,0.574897050857544
FacesUCR,0.6,0.01,20,0.7434146341463415,0.36067306995391846
ECG200,0.8,0.01,0,0.84,0.28651314973831177
SonyAIBORobotSurface1,0.6,0.0,10,0.7970049916805324,0.0855453833937645
Lightning2,0.8,0.1,0,0.7540983606557377,0.47372788190841675
Trace,0.7,0.01,10,0.69,0.32170963287353516
FaceAll,0.6,0.1,0,0.8615384615384616,0.3750006854534149
ECG200,0.6,0.1,0,0.84,0.3162006735801697
NonInvasiveFatalECGThorax1,0.6,0.1,0,0.8351145038167939,0.3614639639854431
GunPoint,0.7,0.0,0,0.78,0.39012354612350464
NonInvasiveFatalECGThorax2,0.8,0.1,0,0.8544529262086514,0.4726110100746155
CricketY,0.6,0.0,10,0.6923076923076923,0.46233436465263367
TwoPatterns,0.8,0.01,0,0.9985,1.0
OSULeaf,0.7,0.01,5,0.6363636363636364,1.0
FaceFour,0.6,0.1,0,0.75,0.3570021390914917
CBF,0.8,0.01,0,0.9266666666666666,1.0
OSULeaf,0.8,0.0,0,0.6570247933884298,1.0
FaceAll,0.8,0.0,0,0.8940828402366864,1.0
ChlorineConcentration,0.6,0.01,10,0.5330729166666667,0.036349426954984665
Mallat,0.6,0.01,10,0.5940298507462687,0.3678262531757355
ECGFiveDays,0.7,0.1,0,0.6422764227642277,0.3276657164096832
ItalyPowerDemand,0.7,0.01,0,0.5937803692905733,0.13736824691295624
NonInvasiveFatalECGThorax1,0.9,0.01,0,0.8661577608142493,0.43173784017562866
StarLightCurves,0.7,0.01,0,0.9364983001457018,0.2689889669418335
Yoga,0.8,0.01,0,0.7416666666666667,0.37302613258361816
Fish,0.9,0.1,10,0.5828571428571429,0.6205161809921265
SonyAIBORobotSurface1,0.9,0.01,5,0.7853577371048253,0.2806150019168854
OliveOil,0.6,0.01,20,0.4,0.0
WordSynonyms,0.6,0.01,10,0.219435736677116,0.0
CBF,0.6,0.01,10,0.6833333333333333,0.24048838019371033
SwedishLeaf,0.7,0.1,10,0.8016,0.45109352469444275
Beef,0.6,0.01,10,0.6,0.22807392477989197
OSULeaf,0.9,0.1,0,0.6694214876033058,0.6622469425201416
MedicalImages,0.8,0.1,0,0.7302631578947368,0.5517024397850037
ECGFiveDays,0.8,0.01,5,0.5888501742160279,0.31176987290382385
SyntheticControl,0.9,0.01,0,0.98,1.0
FiftyWords,0.6,0.01,0,0.12527472527472527,0.0
CricketX,0.8,0.01,10,0.717948717948718,0.5180569887161255
TwoPatterns,0.7,0.1,10,0.706,0.6851930022239685
MedicalImages,0.8,0.0,0,0.6947368421052632,1.0
TwoLeadECG,0.7,0.0,0,0.8560140474100087,0.44784846901893616
OliveOil,0.7,0.01,5,0.4,0.0
CricketY,0.8,0.0,0,0.7307692307692307,1.0
Yoga,0.8,0.0,0,0.5356666666666666,0.00016531083383597434
Lightning7,0.8,0.0,0,0.684931506849315,0.9999999403953552
SonyAIBORobotSurface1,0.6,0.0,0,0.7387687188019967,0.09758772701025009
UWaveGestureLibraryX,0.9,0.01,10,0.7721943048576214,1.0
CricketX,0.8,0.01,5,0.6923076923076923,0.6255086660385132
FiftyWords,0.7,0.1,0,0.01098901098901099,0.0
ECG200,0.8,0.0,0,0.8,0.1740131676197052
MoteStrain,0.9,0.01,0,0.46086261980830673,0.0
UWaveGestureLibraryY,0.8,0.01,5,0.6030150753768844,0.5516448020935059
CricketZ,0.6,0.01,10,0.7282051282051282,0.4265419840812683
Adiac,0.7,0.0,0,0.03580562659846547,0.0
OSULeaf,0.9,0.1,10,0.6033057851239669,0.555250883102417
UWaveGestureLibraryY,0.6,0.01,0,0.5575097710776102,0.3731966018676758
Lightning7,0.8,0.1,0,0.1232876712328767,0.0
FaceAll,0.6,0.1,10,0.850887573964497,0.3754776418209076
SonyAIBORobotSurface1,0.6,0.01,20,0.8103161397670549,0.09785622358322144
FacesUCR,0.6,0.1,0,0.7629268292682927,0.4417751729488373
NonInvasiveFatalECGThorax2,0.9,0.0,0,0.823409669211196,1.0
CricketZ,0.7,0.01,10,0.7102564102564103,0.46097296476364136
Lightning2,0.6,0.01,10,0.6557377049180327,0.09810185432434082
Lightning2,0.8,0.01,10,0.7213114754098361,0.2992021441459656
Yoga,0.7,0.01,20,0.7113333333333334,0.26642900705337524
OSULeaf,0.7,0.01,10,0.6239669421487604,0.49264395236968994
MoteStrain,0.9,0.0,10,0.8450479233226837,0.9999998807907104
CricketX,0.7,0.01,5,0.6871794871794872,0.49314752221107483
FacesUCR,0.9,0.01,5,0.8678048780487805,1.0
Trace,0.6,0.1,10,0.71,0.3727474808692932
DiatomSizeReduction,0.8,0.01,0,0.9477124183006536,0.4003017842769623
FacesUCR,0.8,0.1,0,0.8019512195121952,0.516679048538208
CricketY,0.6,0.01,0,0.7205128205128205,0.4253494441509247
Yoga,0.7,0.01,20,0.643,0.18719522655010223
MedicalImages,0.6,0.01,20,0.5157894736842106,0.015077873133122921
Adiac,0.9,0.01,0,0.26342710997442453,0.4551824927330017
Yoga,0.8,0.1,10,0.7533333333333333,0.46005865931510925
Beef,0.6,0.0,0,0.5333333333333333,1.0
FaceAll,0.6,0.01,10,0.8585798816568048,0.3208531439304352
UWaveGestureLibraryX,0.8,0.01,10,0.7727526521496371,1.0
FiftyWords,0.8,0.0,0,0.041758241758241756,0.0
CBF,0.7,0.01,10,0.8011111111111111,0.39952144026756287
Lightning2,0.9,0.01,0,0.7868852459016393,0.9999999403953552
DiatomSizeReduction,0.7,0.1,0,0.9019607843137255,0.37846919894218445
OliveOil,0.8,0.01,5,0.4,0.0
Lightning7,0.8,0.01,20,0.2602739726027397,0.0
WordSynonyms,0.9,0.0,10,0.5721003134796239,1.0
Lightning2,0.7,0.1,0,0.7540983606557377,0.3883444368839264
Fish,0.7,0.0,0,0.8571428571428571,0.523629903793335
Lightning7,0.9,0.01,10,0.7397260273972602,0.9999999403953552
Lightning7,0.7,0.01,10,0.0958904109589041,0.0
FaceFour,0.8,0.0,10,0.7386363636363636,1.0
Symbols,0.7,0.1,0,0.8311557788944723,0.49850600957870483
Haptics,0.6,0.01,5,0.36688311688311687,0.163041353225708
UWaveGestureLibraryX,0.8,0.0,10,0.7777777777777778,1.0
CricketX,0.8,0.0,10,0.7384615384615385,1.0
NonInvasiveFatalECGThorax1,0.6,0.01,0,0.8513994910941476,0.1585698276758194
Coffee,0.9,0.0,0,0.6071428571428571,1.0
NonInvasiveFatalECGThorax2,0.9,0.01,0,0.916030534351145,0.515881359577179
UWaveGestureLibraryZ,0.8,0.0,0,0.7247347850362926,1.0
Coffee,0.7,0.1,0,0.5357142857142857,0.0
SonyAIBORobotSurface1,0.8,0.01,5,0.762063227953411,0.3439893126487732
SonyAIBORobotSurface2,0.7,0.01,20,0.789087093389297,0.2280626893043518
UWaveGestureLibraryZ,0.9,0.01,10,0.7202680067001676,1.0
ECGFiveDays,0.9,0.01,10,0.6887340301974448,0.5076625347137451
Fish,0.9,0.01,0,0.8514285714285714,0.7255794405937195
MoteStrain,0.8,0.01,10,0.8210862619808307,0.9999998807907104
ChlorineConcentration,0.9,0.01,0,0.5596354166666667,0.9999999403953552
TwoLeadECG,0.7,0.1,0,0.8674275680421423,0.5623657703399658
Wafer,0.7,0.01,5,0.917585983127839,0.10687722265720367
TwoLeadECG,0.6,0.1,0,0.7752414398595259,0.345112144947052
CricketZ,0.8,0.01,0,0.7743589743589744,1.0
Haptics,0.6,0.1,10,0.38311688311688313,0.33943110704421997
UWaveGestureLibraryY,0.7,0.01,10,0.5904522613065326,0.4771159291267395
Lightning7,0.7,0.01,5,0.0958904109589041,0.0
CBF,0.6,0.01,20,0.33111111111111113,0.0
InlineSkate,0.7,0.0,0,0.18363636363636363,0.0
Symbols,0.8,0.0,0,0.8261306532663316,0.5512748956680298
Lightning2,0.8,0.0,10,0.7868852459016393,0.9999999403953552
Wafer,0.6,0.01,5,0.8927644386761843,0.042657073587179184
CricketX,0.9,0.01,5,0.7512820512820513,1.0
OSULeaf,0.9,0.01,5,0.6776859504132231,1.0
Wafer,0.8,0.1,10,0.9772874756651525,0.39594462513923645
Adiac,0.8,0.01,10,0.18414322250639387,0.40460750460624695
Wafer,0.6,0.0,10,0.8921155094094744,0.0003555742441676557
Wafer,0.7,0.1,10,0.969013627514601,0.3228854238986969
Symbols,0.8,0.01,0,0.8060301507537688,0.4474041759967804
Symbols,0.9,0.0,0,0.8693467336683417,0.9999999403953552
Yoga,0.7,0.01,5,0.64,0.2728002667427063
Wafer,0.9,0.1,10,0.9808565866320571,0.43728017807006836
ItalyPowerDemand,0.9,0.01,0,0.9504373177842566,1.0
Beef,0.9,0.0,0,0.5333333333333333,1.0
FiftyWords,0.8,0.1,0,0.12527472527472527,0.0
CricketY,0.7,0.0,0,0.7128205128205128,1.0
DiatomSizeReduction,0.6,0.0,10,0.8856209150326797,0.2726774215698242
OSULeaf,0.9,0.01,20,0.6900826446280992,1.0
Fish,0.6,0.1,0,0.7942857142857143,0.48897603154182434
TwoPatterns,0.6,0.01,20,0.92275,1.0
InlineSkate,0.9,0.01,5,0.1890909090909091,0.253703236579895
Lightning2,0.8,0.01,0,0.7377049180327869,0.5694788694381714
UWaveGestureLibraryX,0.9,0.1,0,0.7596314907872697,0.6934080123901367
Trace,0.8,0.01,5,0.64,0.4539233446121216
CricketX,0.8,0.0,0,0.7230769230769231,1.0
Fish,0.8,0.01,5,0.76,0.5415472388267517
WordSynonyms,0.6,0.01,10,0.219435736677116,0.0
Yoga,0.8,0.0,0,0.7663333333333333,0.31308144330978394
CinCECGTorso,0.7,0.01,5,0.6246376811594203,0.5094780325889587
UWaveGestureLibraryY,0.8,0.01,10,0.6418202121719709,0.625264585018158
Coffee,0.9,0.01,20,0.5357142857142857,0.0
SonyAIBORobotSurface2,0.7,0.0,10,0.7670514165792235,0.2158554643392563
UWaveGestureLibraryX,0.8,0.1,0,0.7278056951423786,0.5568704009056091
Haptics,0.6,0.01,0,0.40584415584415584,0.13121619820594788
OliveOil,0.7,0.1,0,0.4,0.0
SyntheticControl,0.9,0.01,5,0.9733333333333334,1.0
ItalyPowerDemand,0.8,0.01,0,0.8979591836734694,0.8416337370872498
UWaveGestureLibraryZ,0.9,0.01,10,0.7049134561697376,1.0
Lightning2,0.6,0.1,0,0.6557377049180327,0.26402047276496887
NonInvasiveFatalECGThorax2,0.8,0.01,5,0.8147582697201018,0.23426319658756256
ECGFiveDays,0.6,0.1,0,0.5830429732868757,0.21487867832183838
TwoLeadECG,0.8,0.1,10,0.8481123792800702,0.5244899392127991
OSULeaf,0.9,0.0,10,0.6487603305785123,1.0
Wafer,0.9,0.01,0,0.9904282933160286,0.23412655293941498
FacesUCR,0.9,0.1,10,0.7873170731707317,0.6447151899337769
CinCECGTorso,0.8,0.1,0,0.6623188405797101,0.5053236484527588
Adiac,0.8,0.1,0,0.4782608695652174,0.4991404712200165
ItalyPowerDemand,0.9,0.0,10,0.5403304178814383,1.0
CBF,0.8,0.0,0,0.9377777777777778,1.0
Mallat,0.7,0.01,10,0.6341151385927505,0.37529125809669495
Yoga,0.6,0.01,0,0.606,0.0961037203669548
Yoga,0.7,0.0,0,0.5356666666666666,0.0003154985315632075
UWaveGestureLibraryX,0.7,0.1,10,0.7177554438860971,0.5720134377479553
DiatomSizeReduction,0.6,0.01,5,0.3562091503267974,0.3760548233985901
OliveOil,0.7,0.01,10,0.4,0.0
GunPoint,0.7,0.1,0,0.8866666666666667,0.5089460015296936
OliveOil,0.7,0.0,10,0.4,0.0
ItalyPowerDemand,0.8,0.0,0,0.93488824101069,1.0
TwoPatterns,0.6,0.01,0,0.5415,0.5037125945091248
NonInvasiveFatalECGThorax2,0.9,0.0,0,0.8274809160305343,1.0
WordSynonyms,0.8,0.01,5,0.219435736677116,0.0
UWaveGestureLibraryY,0.6,0.01,5,0.47096594081518706,0.2634862959384918
Trace,0.9,0.1,0,0.72,0.5439666509628296
MoteStrain,0.8,0.0,0,0.46086261980830673,0.0
Adiac,0.6,0.01,20,0.23017902813299232,0.25401535630226135
WordSynonyms,0.8,0.1,0,0.219435736677116,0.0
SyntheticControl,0.7,0.01,20,0.86,0.3211299479007721
MoteStrain,0.9,0.01,10,0.8226837060702875,0.9999998807907104
ECG200,0.8,0.01,20,0.79,0.21529605984687805
ItalyPowerDemand,0.6,0.01,0,0.4946550048590865,0.0039113969542086124
SonyAIBORobotSurface2,0.6,0.01,5,0.6988457502623295,0.12463370710611343
Lightning2,0.9,0.01,20,0.7540983606557377,0.7554997205734253
ECGFiveDays,0.8,0.01,5,0.6190476190476191,0.3552333116531372
ECGFiveDays,0.6,0.01,5,0.5981416957026713,0.3419232964515686
FacesUCR,0.7,0.01,10,0.7770731707317073,0.4183283746242523
InlineSkate,0.9,0.01,10,0.24363636363636362,0.4074101746082306
NonInvasiveFatalECGThorax1,0.6,0.0,0,0.8010178117048347,0.13520939648151398
SyntheticControl,0.8,0.01,10,0.88,0.3319562077522278
Beef,0.7,0.01,20,0.2,0.0
InlineSkate,0.6,0.1,0,0.2,0.2506362199783325
Lightning7,0.9,0.0,0,0.5753424657534246,0.9999999403953552
Haptics,0.9,0.0,0,0.4707792207792208,1.0
SonyAIBORobotSurface1,0.9,0.0,0,0.9018302828618968,0.32227689027786255
NonInvasiveFatalECGThorax1,0.9,0.01,0,0.8763358778625954,0.5024124383926392
InlineSkate,0.9,0.1,0,0.2545454545454545,0.38386237621307373
Trace,0.8,0.01,0,0.71,0.32621464133262634
MoteStrain,0.6,0.0,10,0.46086261980830673,0.0
UWaveGestureLibraryY,0.9,0.0,0,0.6627582356225572,1.0
CricketZ,0.8,0.1,10,0.7384615384615385,0.6061068773269653
FacesUCR,0.9,0.01,20,0.8546341463414634,1.0
CBF,0.8,0.01,10,0.7277777777777777,0.2736475169658661
Mallat,0.9,0.0,10,0.6477611940298508,1.0
ECG200,0.9,0.01,10,0.83,0.45320722460746765
NonInvasiveFatalECGThorax2,0.7,0.1,10,0.8656488549618321,0.3338393568992615
ECG200,0.8,0.01,5,0.82,0.28314143419265747
ECG200,0.7,0.01,5,0.64,5.4824566177558154e-05
OliveOil,0.6,0.1,10,0.4,0.0
ECG200,0.7,0.0,0,0.64,0.0
Wafer,0.8,0.1,0,0.9798831927319922,0.41175538301467896
StarLightCurves,0.9,0.0,0,0.9313987372510928,0.3571786880493164
Fish,0.9,0.0,10,0.56,1.0
ItalyPowerDemand,0.9,0.0,0,0.9358600583090378,1.0
WordSynonyms,0.6,0.01,5,0.219435736677116,0.0
SonyAIBORobotSurface1,0.9,0.0,0,0.8901830282861897,0.3444393575191498
Adiac,0.6,0.01,10,0.028132992327365727,3.571428533177823e-05
CricketX,0.8,0.01,5,0.7205128205128205,0.6713966131210327
ChlorineConcentration,0.9,0.01,10,0.5450520833333333,0.06478850543498993
Fish,0.8,0.01,10,0.7828571428571428,0.560207724571228
Trace,0.7,0.1,0,0.7,0.3682994842529297
ChlorineConcentration,0.7,0.1,0,0.5526041666666667,0.29340431094169617
Adiac,0.7,0.1,10,0.21739130434782608,0.4196055829524994
Symbols,0.8,0.01,20,0.8170854271356784,0.4260420501232147
OSULeaf,0.6,0.1,10,0.640495867768595,0.547446608543396
UWaveGestureLibraryY,0.7,0.01,10,0.5921273031825796,0.44165945053100586
ECG200,0.8,0.0,10,0.82,0.2578125
GunPoint,0.6,0.01,5,0.49333333333333335,0.02625838853418827
CricketZ,0.9,0.01,5,0.7512820512820513,1.0
Lightning7,0.8,0.1,0,0.2602739726027397,0.0
ChlorineConcentration,0.7,0.1,10,0.5557291666666667,0.25300976634025574
SyntheticControl,0.7,0.01,10,0.8633333333333333,0.3645833134651184
GunPoint,0.9,0.1,0,0.9,0.5978798270225525
WordSynonyms,0.9,0.0,0,0.4608150470219436,1.0
DiatomSizeReduction,0.6,0.1,10,0.8954248366013072,0.4489835798740387
Symbols,0.6,0.01,5,0.6522613065326633,0.16366645693778992
Trace,0.8,0.1,10,0.71,0.42931684851646423
ChlorineConcentration,0.8,0.01,0,0.5419270833333333,0.04882417991757393
SwedishLeaf,0.6,0.01,20,0.7584,0.36733943223953247
Haptics,0.8,0.1,0,0.42857142857142855,0.4777136445045471
CBF,0.8,0.0,10,0.8144444444444444,1.0
Lightning2,0.6,0.01,5,0.5409836065573771,0.0004381894541438669
Haptics,0.7,0.01,10,0.37987012987012986,0.36703598499298096
GunPoint,0.7,0.0,0,0.92,0.39007776975631714
FaceFour,0.8,0.01,0,0.6818181818181818,1.0
UWaveGestureLibraryY,0.6,0.01,0,0.6005025125628141,0.40800079703330994
UWaveGestureLibraryZ,0.9,0.01,0,0.6998883305415968,1.0
ECG200,0.8,0.01,10,0.83,0.22968751192092896
SonyAIBORobotSurface1,0.8,0.1,0,0.8652246256239601,0.26328280568122864
CinCECGTorso,0.6,0.01,10,0.5130434782608696,0.3200185298919678
TwoLeadECG,0.6,0.01,20,0.6066725197541704,0.08267171680927277
Mallat,0.6,0.0,0,0.64136460554371,0.34266966581344604
GunPoint,0.6,0.0,0,0.5066666666666667,0.0
ECGFiveDays,0.6,0.1,0,0.578397212543554,0.20976686477661133
Mallat,0.8,0.01,0,0.7974413646055437,1.0
Coffee,0.9,0.1,10,0.5357142857142857,0.0
FiftyWords,0.8,0.1,0,0.008791208791208791,0.0
Adiac,0.9,0.01,10,0.22250639386189258,0.6774863004684448
SonyAIBORobotSurface1,0.9,0.01,0,0.9184692179700499,0.3520451784133911
CinCECGTorso,0.7,0.01,20,0.6557971014492754,0.4935398995876312
SwedishLeaf,0.7,0.01,10,0.8208,0.4313108026981354
SonyAIBORobotSurface1,0.7,0.1,10,0.870216306156406,0.16799771785736084
WordSynonyms,0.6,0.1,10,0.219435736677116,0.0
Fish,0.6,0.0,0,0.7314285714285714,0.32647833228111267
FaceAll,0.9,0.0,0,0.8893491124260355,1.0
GunPoint,0.6,0.1,0,0.8733333333333333,0.42584657669067383
ECG200,0.6,0.1,0,0.83,0.2395559400320053
DiatomSizeReduction,0.7,0.01,5,0.369281045751634,0.21135738492012024
Fish,0.8,0.1,10,0.7657142857142857,0.5786879658699036
ItalyPowerDemand,0.8,0.1,0,0.8172983479105929,0.6226202249526978
CricketX,0.7,0.1,10,0.7025641025641025,0.5142273902893066
TwoLeadECG,0.7,0.01,20,0.8279192273924495,0.472345769405365
Mallat,0.7,0.0,10,0.6029850746268657,0.3656250238418579
CBF,0.6,0.0,10,0.33111111111111113,0.0
FiftyWords,0.9,0.0,0,0.3054945054945055,1.0
SonyAIBORobotSurface1,0.9,0.0,10,0.9034941763727121,0.3213558495044708
UWaveGestureLibraryY,0.7,0.1,0,0.6267448352875489,0.6402382254600525
CBF,0.6,0.01,10,0.33111111111111113,0.0
CricketY,0.8,0.0,10,0.7666666666666667,1.0
ECGFiveDays,0.8,0.01,0,0.7293844367015099,0.5277963876724243
Beef,0.6,0.01,0,0.6,0.08251599967479706
Lightning2,0.6,0.01,20,0.5409836065573771,0.0011341373901814222
SyntheticControl,0.6,0.01,20,0.8466666666666667,0.27019771933555603
Mallat,0.8,0.0,0,0.7850746268656716,1.0
FaceAll,0.6,0.01,10,0.8485207100591716,0.2901152968406677
InlineSkate,0.7,0.01,20,0.16363636363636364,0.031497664749622345
Haptics,0.8,0.0,0,0.41233766233766234,0.4254949688911438
TwoPatterns,0.7,0.01,5,0.97275,1.0
CinCECGTorso,0.9,0.01,5,0.7050724637681159,1.0
StarLightCurves,0.7,0.1,0,0.9309130645944633,0.31361666321754456
OSULeaf,0.8,0.0,10,0.6570247933884298,1.0
SyntheticControl,0.7,0.0,0,0.8833333333333333,0.30217164754867554
ChlorineConcentration,0.6,0.0,10,0.5325520833333334,6.313131052593235e-06
Wafer,0.7,0.1,0,0.9732316677482155,0.3032325506210327
SonyAIBORobotSurface2,0.8,0.01,20,0.7817418677859391,0.2637304663658142
Wafer,0.6,0.01,5,0.8924399740428294,0.03607169911265373
OliveOil,0.6,0.0,10,0.3,0.0
NonInvasiveFatalECGThorax2,0.7,0.01,10,0.8447837150127226,0.16301380097866058
NonInvasiveFatalECGThorax2,0.8,0.0,0,0.8610687022900764,0.19075368344783783
SwedishLeaf,0.6,0.01,0,0.8176,0.33689644932746887
Wafer,0.8,0.01,10,0.9876703439325114,0.2124963402748108
SwedishLeaf,0.8,0.1,0,0.872,0.557245135307312
SyntheticControl,0.7,0.01,10,0.8733333333333333,0.3425847589969635
Yoga,0.7,0.0,0,0.5356666666666666,0.00026543595595285296
CBF,0.6,0.0,0,0.33111111111111113,8.484930731356144e-06
ChlorineConcentration,0.8,0.01,10,0.54296875,0.04059816896915436
MedicalImages,0.8,0.1,0,0.7236842105263158,0.4979759752750397
